,quarter,department,day,team,targeted_productivity,smv,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity,year,month,day_of_month,week_of_year,productivity_diff,over_time_per_worker,incentive_per_worker,idle_impact,idle_ratio
0,0,1,3,0.46365118745351547,0.7162856383670065,1.0064038973982858,0.7468787101467701,2.3347786252042884,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,1.0844759798017785,1.2420208843452445,2015,1,1,1,0.47268824468716497,-0.3904535622947884,-0.15803092635004515,-0.04813643556426811,-0.1662369749086337
1,0,0,3,-1.5523672158874002,0.16555842048575076,-1.0335752476411284,-1.1117432656818316,-0.8810376085880175,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,-1.219061268746613,0.8791967208197481,2015,1,1,1,0.6416317682843202,0.59222318764601,0.44340039910525364,-0.04813643556426811,-0.035658637342944915
2,0,1,3,1.3276590745996222,0.7162856383670065,-0.347767677279093,-0.29176298222803665,0.7596849596733629,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,-0.20279483556349912,0.3042394487058887,2015,1,1,1,-0.370470482264394,-0.5413506506496224,-0.19267347699378004,-0.04813643556426811,-0.17069904109654632
3,0,1,3,1.6156617036483245,0.7162856383670065,-0.347767677279093,-0.29176298222803665,0.7596849596733629,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,-0.20279483556349912,0.3042394487058887,2015,1,1,1,-0.370470482264394,-0.5413506506496224,-0.19267347699378004,-0.04813643556426811,-0.17069904109654632
4,0,1,3,-0.11235407064388901,0.7162856383670065,0.9825337543870234,-0.8201947204538156,0.7596849596733629,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,0.9489737887106965,0.3029778675998671,2015,1,1,1,-0.3716047690809955,-0.5527784091971791,-0.30939246402623943,-0.04813643556426811,-0.16626285102305113
5,0,1,3,0.17564855840481322,0.7162856383670065,0.9825337543870234,0.6375480056862641,0.36591154329063164,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,0.9489737887106965,0.30125864652244616,2015,1,1,1,-0.3731505197217066,-0.39695068934869643,-0.3512678897218246,-0.04813643556426811,-0.16626285102305113
6,0,0,3,-1.264364586838698,0.16555842048575076,-1.0335752476411284,-1.1117432656818316,-0.8810376085880175,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,-1.219061268746613,0.0004409053052325891,2015,1,1,1,-0.14845705897567987,0.59222318764601,0.44340039910525364,-0.04813643556426811,-0.035658637342944915
7,0,1,3,-0.9763619577899957,0.16555842048575076,1.1826757227122224,0.6922133579165172,0.5956127028472249,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,1.0167248842562375,-0.00948316293764948,2015,1,1,1,-0.15737978278727255,-0.39359299158155997,-0.3289684347609853,-0.04813643556426811,-0.16606341144197148
8,0,1,3,-1.264364586838698,0.16555842048575076,0.42893005301044096,0.4188865967652522,0.2346537378297212,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,0.9038063916803359,-0.013403754321965534,2015,1,1,1,-0.16090478415205584,-0.4192625096604834,-0.36463433647200044,-0.04813643556426811,-0.1671055072208581
9,0,1,3,-1.5523672158874002,0.16555842048575076,1.1826757227122224,0.6922133579165172,0.5956127028472249,-0.056973906786821585,-0.09535037375600017,-0.343873289490733,1.0167248842562375,-0.03126684163475117,2015,1,1,1,-0.17696547525307385,-0.39359299158155997,-0.3289684347609853,-0.04813643556426811,-0.16606341144197148
